id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag,notes,disagreement
832,"Glede tega vas kot ministra, pristojnega za šport, sprašujem: Kako boste v prihodnjem obdobju poskrbeli, da sredstva ne bodo več zaostajala oziroma da se bodo začela krepiti?",2023-04-11 21:30:25,,a question,N_Neutral,,,,,2023-04-11 17:39:13,,"Question, a bit accusatory, negative connotation",N_Neutral,,,,N_Neutral,,0.0
833,"Mi moramo ustvarjati takšno okolje, da bodo gospodarstveniki to lahko delali, ker imajo podjetniško strast, to pomeni rast.",2023-04-11 21:30:37,,statement,P_Neutral,,,,,2023-04-11 17:41:08,,"Statement, positive topic, could also be n_neutral, as it talks about something that needs positive change.",P_Neutral,,,,P_Neutral,,0.0
834,"Kakorkoli, ko so se strasti, jeza ali bes umirili, je nastopilo politično premlevanje ključnih akterjev, da morda odstop ni bil najboljša rešitev.",2023-04-11 21:31:04,,"factual statement, could be negative",N_Neutral,,,,,2023-04-11 17:42:16,,"Statement, negative connotation.",N_Neutral,,,,N_Neutral,,0.0
835,"Mogoče se vam, gospod kolega, to zdi nepomembno, ampak vi simplificirate ta problem.",2023-04-11 21:31:17,,"mockery,accusation",Negative,,,,,2023-04-11 17:42:38,,"Direct opinion, negative and strong words.",Negative,,,,Negative,,0.0
836,"Skušal je deskridirati mojo diskusijo danes, ko menim, da nisem nikogar žalil.",2023-04-11 21:31:30,,very negative,Negative,,,,,2023-04-11 17:43:05,,"Direct opinion, defensive",Negative,,,,Negative,,0.0
837,"To so vse zadeve, ki trčijo v sistem javnega zdravstva.",2023-04-11 21:31:44,,statement with ni opinion,N_Neutral,,,,,2023-04-11 17:43:27,,"Statement, negative connotation.",N_Neutral,,,,N_Neutral,,0.0
838,"Zato je še kako pomembno, kdaj bo hitra cesta, ki je nekako hrbtenica tretje razvojne osi, ugledala luč sveta.",2023-04-11 21:32:03,,"nothing inherently negative, neutral",P_Neutral,,,,,2023-04-11 17:45:29,1.0,"Statement, urgency, a bit of negative connotation. Could at the same time be p_neutral, if we interpret it as urging for positive changes.",N_Neutral,,,"Agree with Tamara and as said in my original comment, it could be interpreted as urging for positive changes.",P_Neutral,,1.0
839,"Naša razprava bi bila verjetno bolj, kako bi rekel, realistična, ne toliko ideološka, če bi imeli poslovne rezultate na mizi.",2023-04-11 21:32:11,,,N_Neutral,,,,,2023-04-11 17:45:58,,"Implied opinion, but not strong enough to be fully negative",N_Neutral,,,,N_Neutral,,0.0
840,"Še več, veljavni 146. člen novele ZOFVI določa, da tudi trimesečna ali krajša prekinitev ne pomeni prekinitve neprekinjenega opravljanja dela na področju vzgoje in izobraževanja.",2023-04-11 21:33:10,1.0,what? confusing? statement... N_neutral or P_Neutral.,N_Neutral,,,,,2023-04-11 17:46:52,,"Factual statement with slighly negative topic, very neutral.",N_Neutral,,,,N_Neutral,,0.0
841,"In kot kaže, vi teh porazov nekako ne znate prenesti.",2023-04-11 21:33:24,,negative mockery,Negative,,,,,2023-04-11 17:46:59,,,Negative,,,,Negative,,0.0
842,"Mi pa smo polna usta tega, kako bomo skrbeli za dostojanstvo in spoštujemo dostojanstvo.",2023-04-11 21:33:56,,just seems like mockery and bad vibes,Negative,,,,,2023-04-11 17:47:48,,"Grammaric mess of a sentence, but very heavily implied personal opinion, negative in tone.",Negative,,,,Negative,,0.0
843,Takrat so znali pokazati pogum in odgovornost do države.,2023-04-11 21:34:17,,statement... could be positive,P_Neutral,,,,,2023-04-11 17:48:41,,"Without further context, it sounds positive (implicit praisal)",Positive,,,"I guess it is more of a statement, so I would change my original labell",P_Neutral,,1.0
844,"Pričakujejo pravično, zakonito, nepristransko delo državnega tožilstva, kjer ne velja nobena izjema.",2023-04-11 21:34:33,,someone elses opinion,P_Neutral,,,,,2023-04-11 17:50:54,1.0,"First part positive, second part negative. Could also be p_neutral as the first part is a bit weak in tone.",M_Positive,,,"Yes, it is more of a statement ",P_Neutral,,1.0
845,"Vendar to, kar je našteto v teh dveh členih, 64 dejavnosti, vam zagotavljam, da je tu vmes precej nesmislov, ki dražijo rejo živali.",2023-04-11 21:34:45,,statement,N_Neutral,,,,,2023-04-11 17:51:33,,Explicit negative opinion,Negative,,,Agree with Tamara,N_Neutral,,1.0
846,"To je borih 6,6 % od vseh prijavljenih terjatev.",2023-04-11 21:34:59,,statement with negative sentiment,N_Neutral,,,,,2023-04-11 17:52:11,,"Strong words, heavily implied opinion.",Negative,,,Agree with Tamara,N_Neutral,,1.0
847,"Te površine ne le, da niso primerne za gradnjo, te površine mnogokrat nekontrolirano spreminjajo relief, lahko so tudi potencialno nevarne.",2023-04-11 21:35:21,,factual statement,N_Neutral,,,,,2023-04-11 17:53:31,1.0,"Factual statement, negative topic. At the same time could be just negative",N_Neutral,,,,N_Neutral,,0.0
848,"Zdravniška zbornica je tudi opozorila, da ministrstvo v skladu z 71. členom Zakona o zdravniški službi zbornici ni omogočilo nikakršnega sodelovanja.",2023-04-11 21:35:54,,statement with negative sentiment,N_Neutral,,,,,2023-04-11 17:55:12,,"Though not very explicit opinion, it is not neutral/factual.",Negative,,,"Statement, with negative connotation; I agree to change the label",N_Neutral,,1.0
849,"Tega vprašanja si nisem izmislil jaz, ampak sem si ga sposodil z internetne strani, ki zelo natančno spremlja celotno dogajanje v zvezi z zadevo Petek.",2023-04-11 21:36:19,,seema negative but rather vague.,N_Neutral,,,,,2023-04-11 17:56:30,,"Without further context, this is negative, not sure what ""zadeva Petek"" is, but as is it is not enough to be negative.",N_Neutral,,,,N_Neutral,,0.0
850,"Vedno več bo tudi učencev, ki si bodo želeli priti v gimnazijski program.",2023-04-11 21:36:44,,"statement, nothing inherently negative",P_Neutral,,,,,2023-04-11 17:56:42,,,P_Neutral,,,,P_Neutral,,0.0
851,"Tako kot izboljšanje delovanja pravne države, ni združljivo z delovanjem ministrskega para iz Liberalne demokracije, tudi uspeh Slovenije ni združljiv z delovanjem te vladne koalicije.",2023-04-12 20:39:47,,"Implied opinion. Too specific to be just a factual, neutral statement.",Negative,,,,,2023-04-11 17:58:18,1.0,"Implied speakers opinion, the word choice makes me believe it is not neutral, accusatory.",Negative,,,,Negative,,0.0
852,"Prav tako nimamo odgovora, zakaj je bila KPK od ustanovitve dalje dokazano politično orodje za pregon politično nekompatibilnih, ne pa nek inštrument, ki bi pomagal pri izkoreninjanju korupcije.",2023-04-12 20:40:07,,Very negative implied opinion.,Negative,,,,,2023-04-11 17:58:59,,"Very strong negative words and topic, heavily implied opinion, not neutral",Negative,,,,Negative,,0.0
853,"Zdaj vi pravite, da ni nobenih zlorab policije, dejva še tole razčistiti, pol minute.",2023-04-12 20:40:36,,Very argumentative and accusatory by the speaker. Strong sentiment.,Negative,,,,,2023-04-11 17:59:16,,Sarcasm?,Negative,,,,Negative,,0.0
854,"V veliko veselje mi je bilo zaradi tega, ker je to eden tistih, ki jim ni treba reči tako imenovani domoljubi.",2023-04-12 20:41:26,,"Positive sentiment and opinion clear, although I could be wrong because of the part:'' tako imenovani domoljubi.''",Positive,,,,,2023-04-11 17:59:47,,,Positive,,,,Positive,,0.0
855,"Takrat bodo ti strupi, strupene snovi ušle in bodo onesnažile podtalnico in bodo ogrozile zdravje ljudi, ljudi potem izselite od tam, evakuirate, izpraznite celo območje.",2023-04-12 20:41:47,,"Very, very negative theme. Although no opinion.",Negative,,,,,2023-04-11 18:00:13,,"Direct speech, negative position clear.",Negative,,,,Negative,,0.0
856,"Spoštovana ministra, hvala za odgovora, ki sta me sicer res razveselila.",2023-04-12 20:43:17,,Could also be negative if we think of it as sarcastic.,Positive,,,,,2023-04-11 18:03:23,1.0,Could be either very positive or very negative and sarcastic.,Positive,,,,Positive,,0.0
857,"Šteje resnost države, zrelost države, razvoj demokracije, gospodarstva, vsi ti dejavniki.",2023-04-12 20:43:44,,"Just stating some things, nothing inherently negative.",P_Neutral,,,,,2023-04-11 18:03:53,,"Factual statement, nothing inherently negative.",P_Neutral,,,,P_Neutral,,0.0
858,"Odbor je z dvotretjinsko večino glasov navzočih poslancev sprejel svoj amandma, ki je vključen v dopolnjen predlog zakona.",2023-04-12 20:44:07,,Factual statement.,P_Neutral,,,,,2023-04-11 18:04:03,,,P_Neutral,,,,P_Neutral,,0.0
859,"In to ste vi posmehljivo izrabili pred javnostjo, da nismo tega izrabili.",2023-04-12 20:44:43,,"Very negative words, theme and implied opinion.",Negative,,,,,2023-04-11 18:04:19,,,Negative,,,,Negative,,0.0
860,"Priznati pa je treba napako ali, bolje rečeno, nekoliko neroden zapis določbe, ki opredeljuje, kateri športni dosežki so potrebni za izpolnitev kriterija za pridobitev dodatka k pokojnini.",2023-04-12 20:48:46,,,N_Neutral,,,,,2023-04-11 18:04:55,,"Statement, negative connotation.",N_Neutral,,,,N_Neutral,,0.0
861,"Poleg tega naj povem, da je bil zakon v celoti usklajen s Skupnostjo občin, ki so v fazi sprejemanja tovrstne zakonodaje vedno prisotne.",2023-04-12 20:49:11,,factual statement,P_Neutral,,,,,2023-04-11 18:05:09,,,P_Neutral,,,,P_Neutral,,0.0
862,"Njegov dnevni rekord, da vam zaupam, je 179 tvitov in retvitov, v času, ko zunaj divja epidemija.",2023-04-12 20:50:57,,"Very negative, I think hidden mockery and argumentative implied.",Negative,,,,,2023-04-11 18:05:49,,"Sarcasm? Well, maybe cynism",Negative,,,,Negative,,0.0
863,"Med pomembne spremembe in dopolnitve štejemo tudi, da je treba izraženo mnenje otroka ustrezno upoštevati, kadar se šteje, da ima otrok zadostno stopnjo razumevanja.",2023-04-12 20:52:08,,"A factual statement, nothing inherently different.",P_Neutral,,,,,2023-04-11 18:06:18,,"Statement, positive change",P_Neutral,,,,P_Neutral,,0.0
864,"Če pogledamo, recimo, neto plačo tisoč evrov, vidimo, da je tu skupni strošek delodajalca tisoč 741 evrov.",2023-04-12 20:52:28,,"Factual statement, nothing inherently negative.",P_Neutral,,,,,2023-04-11 18:06:40,,"Statement, negative connotation",N_Neutral,,,"It is very neutral, I guess that it could also be said that there is nothing inherently negative, so change",P_Neutral,,1.0
865,"Takrat ni bilo nikogar, če bi se tako odločilo, ki bi lahko sploh povzdignil glas, da se to ne da.",2023-04-12 20:52:56,,"vague, weak, not strong enough to just be negative.",N_Neutral,,,,,2023-04-11 18:07:36,,"Implied opinion, a bit accusatory, but not fully negative.",N_Neutral,,,,N_Neutral,,0.0
866,Nekaj se je ven vlekel pa še opravičil se je za tista jajca in tako naprej.,2023-04-12 20:53:13,,"Very negative, opinion implied.",Negative,,,,,2023-04-11 18:08:14,,"Explicit opinion, negative word choices",Negative,,,,Negative,,0.0
867,"Moj kolega dr. Krpič bi rekel: ""Sem telo in imam telo na razpolago.",2023-04-12 20:53:45,,"Hmm confusing, lacks context. Nothing inherently negative? I have no idea what this means.",P_Neutral,,,,,2023-04-11 18:10:14,,"Not sure what the point of this quotation was, but does not sound to have inherently negative connotation.",P_Neutral,,,,P_Neutral,,0.0
868,"Že v uvodu te seje smo povedali, da Slovenija potrebuje vlado takoj.",2023-04-12 20:54:03,,"Statement, nothing inherently negative.",P_Neutral,,,,,2023-04-11 18:11:41,,"Statement, though with explicit opinion, very weak.",N_Neutral,"Because this is a necessity, I agree with Katja. N_Neutral. ",,"I think that it might still be more negative than positive, as it seems urgent and implies negative current state",N_Neutral,,1.0
869,"Odstavite želite predsednico dr. Romano Jordan Cizelj, mednarodno strokovnjakinjo, priznano strokovnjakinjo iz jedrske fizike, ki je upravni odbor tega sklada vodila več kot uspešno.",2023-04-12 21:23:05,,"First part ''odstaviti'' negative, second part ''vodila uspešno'' positive, but the first part wins.",M_Negative,,,,,2023-04-11 18:12:19,,"Accusatory, negative, position and opinion clear",Negative,I agree with Katja. ,,"Transription error, and I think that it is still very accusative and negative than neutral...",Negative,,1.0
870,"To ministrstvo pa slabo opravlja to nadzorno funkcijo, to inšpekcijsko funkcijo sedanjega veljavnega zakona in gre po najlažji poti spreminjanja, odvzema pravic, da si olajša delo.",2023-04-12 21:23:23,,Very negative theme and sentiment.,Negative,,,,,2023-04-11 18:12:46,,Clear speaker position.,Negative,,,,Negative,,0.0
871,"Kadrovski polom Slovenskega državnega holdinga je znižal ugled Nove Ljubljanske banke in po našem prepričanju absolutno tudi vodstva SDH, ki bi za to moral prevzeti odgovornost.",2023-04-12 21:23:40,,clear opinion,Negative,,,,,2023-04-11 18:13:34,,"Explicit postion of the speaker, accusatory",Negative,,,,Negative,,0.0
872,"Leta 2011 je nastopil v zdravstvenem domu, ki nima nič drugačnih pogojev za gospodarjenje danes, kot jih je imel takrat.",2023-04-12 21:24:24,,"I think this is neutral, but with negative sentiment. It could however also be P_Neutral.",N_Neutral,,,,,2023-04-11 20:22:40,,,N_Neutral,,,,N_Neutral,,0.0
873,"Za eventualni neuspeh bi se kar hitro dalo ugotoviti krivca, zato nihče ni upal tvegati.",2023-04-12 21:24:40,,Statement.,N_Neutral,,,,,2023-04-11 20:23:38,,"Statement, negative.",N_Neutral,,,,N_Neutral,,0.0
874,"Tisti denar bi prihranili, če bi ta vlada in z njo tudi vi, ne počeli takšnih neumnosti, kot jih počnete.",2023-04-12 21:24:55,,"very negative, implied opinion.",Negative,,,,,2023-04-11 20:23:47,,,Negative,,,,Negative,,0.0
875,"Glejte, to je enak nesmisel, kar vi zagovarjate, kot če potegnem še enkrat analogijo prometnih predpisov.",2023-04-12 21:25:26,1.0,"Very vague, but I admit it could be negative.",N_Neutral,,,,,2023-04-11 20:24:28,,"Explicit position/opinion of the speaker, accusation,",Negative,Implied opinion by the speaker.,,I think it is still explicit enough to be negative,Negative,,1.0
876,"Osebno sem bil vpleten v te postopke, tudi minister Virant je bil takrat minister in je ravno tako prispeval pri razpravah, ki smo jih opravljali znotraj vlade.",2023-04-12 21:25:43,,nothing inherently negative,P_Neutral,,,,,2023-04-11 20:25:19,,"Statement, bit defensive",N_Neutral,Very neutral and hard to determine without context.,,"I guess it could be intepreted also as nothing inherently negative, but the tone to me seems negative...to be futher discussed",P_Neutral,,1.0
877,"Letalo, ki je vrglo na civiliste kasetne bombe, kar je zločin po mednarodnem pravu, je imelo rdečo zvezdo gor.",2023-04-12 21:25:56,,Very very negative.,Negative,,,,,2023-04-11 20:25:27,,,Negative,,,,Negative,,0.0
878,"Prašičerejci in govedorejci v Pomurski regiji bijejo plat zvona, Židan pa obljublja nebesa žal preveč naivnim pomurskim kmetovalcem.",2023-04-12 21:26:24,,"Idk, could be N_Neutral, but I think the words are very strong.",Negative,,,,,2023-04-11 20:25:44,,,Negative,,,,Negative,,0.0
879,"Zaradi tega – to je moje razmišljanje in pa razmišljanje nekaj kolegov – je tako velika gneča na avtocestah Slovenije, ki jo dejansko prečka celoten tranzit.",2023-04-12 21:26:59,,"clear, negative opinion.",Negative,,,,,2023-04-11 20:26:10,,Explicit opinion,Negative,,,,Negative,,0.0
880,"Torej, nekdo pa beži pred kamerami, kajne.",2023-04-12 21:27:38,,"idk. Could be N_Neutral, but this seems like taunting to me.",Negative,,,,,2023-04-11 20:26:39,,Sarcasm,Negative,,,,Negative,,0.0
881,"In njihove mame, trupla njihovih mater ležijo raztresena dobesedno po slovenski zemlji.",2023-04-12 21:27:48,,Very very negative.,Negative,,,,,2023-04-11 20:27:04,,"Very negative topic and strong words, implied position.",Negative,,,,Negative,,0.0
882,"In tukaj bomo postali ena redkih držav, ki temu zadostuje.",2023-04-12 21:28:00,,statement with positive sentiment.,P_Neutral,,,,,2023-04-11 20:27:30,,"Implicit position of the speaker, positive",Positive,,,"Yes, it is more of a statement, positive connotation",P_Neutral,,1.0
883,"Zato oče pogosto pristane v položaju, ko se odpove starševskemu dopustu.",2023-04-12 21:28:10,,statement.,N_Neutral,,,,,2023-04-11 20:27:59,,"Statement, with negative connotation.",N_Neutral,,,,N_Neutral,,0.0
884,"Skozi bilance je to videl, ker je bil v te strukture vpleten.",2023-04-12 21:28:42,,"statement (I think nothing inherently negative), but could also be N_Neutral.",P_Neutral,,,,,2023-04-11 20:28:49,,"Accusatory, heavily implied speaker opinion, negative",Negative,I agree with N_Neutral.,,"I think it is still a bit accusatory, but it could also be N_Neutral",N_Neutral,,1.0
885,"Dejstvo je, da dolgotrajni postopki povzročajo mnogo materialne škode, nastaja pa tudi posredna škoda, saj dolžina postopkov resno načenja načelo pravne države.",2023-04-12 21:29:07,,"Very negative, especially the last part.",Negative,,,,,2023-04-11 20:29:39,,"Statement, but very strong word choice, negative.",Negative,,,,Negative,,0.0
886,"Torej iz same razprave sem sprejel, da torej vsi, poslanke in poslanci, podpirate to, da se omeji dostop do tobačnih izdelkov mladoletnim osebam.",2023-04-12 21:30:05,,Positive consequences although the word is 'omeji''.,P_Neutral,,,,,2023-04-11 20:31:13,,"Others opinion, statement, but positive",P_Neutral,,,,P_Neutral,,0.0
887,"Mislim, da nam to mora biti nek zgled, pravi korak k spravi.",2023-04-12 21:30:33,,not necessarily the opinion and it is also very vague and weak.,P_Neutral,,,,,2023-04-11 20:31:22,,,Positive,'Mislim'' implies opinion. ,,"""Mislim"" implies direct opinion, so I think that he views the object of debate as postiive. ",Positive,,1.0
888,"In se pravi, zagotovo je po tej poti možen močan vpliv politike na ravnatelja, na imenovanje ravnatelja.",2023-04-12 21:30:57,,Very negative theme and possible consequences.,Negative,,,,,2023-04-11 20:31:58,,"Statement, but of negative connotation",N_Neutral,,,I still think it is more of a statement than explicitly negative,Negative,,1.0
